Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
03/01/2025,03.00.00,3.675399462179789,776.017323614655,-28.427260727428802,5.495749209291341,942.2340272473535,186.9233275235424,836.1770355339523,108.67927612405167,1357.9460370772338,793.0128642610399,8.087485981106354,36.785746678948435,0.5979654465750512
03/01/2025,04.00.00,0.9637728895096282,1478.8945167413945,22.81589303000368,28.68046248487204,1064.1849475072481,159.26574146991285,800.4249619176347,125.35948893662979,1408.7383743981452,1075.2971845374107,25.888602033271663,48.66433573359805,0.9483154975013854
03/01/2025,05.00.00,1.3353113632222806,1214.5417222959334,444.9868723032271,5.480456354972539,1408.4913531593115,202.72005066181393,880.195722153316,123.15398346183513,1846.2262482698736,1267.6358798216893,7.353479996474688,39.60177628669138,0.7526440194965629
03/01/2025,06.00.00,2.1919484386935757,1373.7562055886087,197.74014396121825,0.4382356215142025,1034.6594736131242,194.64553928587745,1182.7507529839017,137.71742831535593,1807.0515611402086,1205.0508252548593,14.08512526704494,26.19163835666454,0.8475016452472883
03/01/2025,07.00.00,2.576327126793404,1288.9856641199995,-27.9882986028573,2.24825311930525,1210.3075163349324,140.61882405913494,1215.5632379387137,103.53276989977485,1579.8104841434538,1389.4248918815942,12.08420439823977,51.42413849118057,0.7225595452999538
03/01/2025,08.00.00,1.7013773396929135,1147.9615339382913,204.63604484999874,6.535473322249141,1263.1890137531045,69.5639819707704,981.4543233445143,88.33022128083124,1980.2887306948953,1103.9844123724185,19.03049211733295,28.710470941137803,0.8247280951694264
03/01/2025,09.00.00,3.505447218407511,1243.0190741633212,335.5222016318931,6.261147307348017,1303.2778959181724,334.9443148262293,934.0145077216107,88.14276042235133,1982.0991044390125,1636.2126592895959,12.053620151492506,44.009724375744796,0.747843824602953
03/01/2025,10.00.00,0.4616011811600489,999.9611555905799,14.32003381051544,4.478026572186676,926.370894576237,163.36910435895322,1449.841311021973,70.18578518856216,1849.5516329797792,945.994414263214,14.17802730074282,59.734517754064754,0.6300399776818382
03/01/2025,11.00.00,2.814378913622166,1263.4576970302583,246.5889234693492,12.001498776484782,1576.282099544088,90.90965866527075,888.6798311687999,82.37296302609013,1414.4353831047476,783.0575408968447,19.735815100119012,70.44289323235898,0.7073642388709303
03/01/2025,12.00.00,1.15930996322976,1337.512143473661,84.45700197423824,14.448400731583313,988.3889550303975,17.947506611114875,1449.0337951619247,160.94424008594828,1398.240290364835,879.1443397757122,15.682845804515898,54.846753071626125,0.8795710589279867
03/01/2025,13.00.00,5.032183929978631,1180.0697906717164,46.26664675869027,0.12522305396129774,744.6438877511316,141.15300596315907,1515.6379784437254,85.80062064549384,1634.6399560903967,1022.0239570412924,19.733018177163235,86.33170988848573,0.7129505349357687
03/01/2025,14.00.00,1.6265194162079943,1476.5922589375525,275.9897688277856,23.0880395570153,1087.8351456010448,114.04868139952453,1191.0716388553892,138.62438072239644,1803.2536960700095,1223.5588789246824,19.186795445411462,66.8354215663847,0.9809395986368143
03/01/2025,15.00.00,3.1772021590073165,1182.456608817496,192.930958168112,18.531115674473057,722.1955506350868,174.5426133984902,925.7917897436682,103.54662116803857,1932.66668006508,1101.884885475043,14.608388048749989,30.51564143116806,0.8918579330898617
03/01/2025,16.00.00,3.1728072635478117,1748.3425390864536,122.39447810568089,11.503109280622832,1000.515656617581,274.9922410798647,1006.1427929155185,111.67577049151916,1743.1812781400033,1100.157014562743,12.396590325367017,52.83102141535528,0.9377191456735843
03/01/2025,17.00.00,0.8947751355353051,1255.3271116971516,61.50348473791581,18.449526899476673,537.8568556892449,97.45944663728699,1133.5284672459284,153.46220461504774,1552.8223039430163,814.6858946444577,22.84185596601162,29.24965552761143,0.4792953143512611
03/01/2025,18.00.00,2.8928630086623963,1101.1238490316975,11.66737264311351,14.985272297631802,999.0584451560911,97.0309178797124,686.6702277481722,130.95094951476244,1755.135723109547,990.1780323913647,22.68694413421765,34.6768914210894,0.5736127574986127
03/01/2025,19.00.00,1.3506640445931375,1211.9683182595982,207.92713494673026,8.226084769179945,1027.3140091589537,39.902919061952886,1421.0658401021842,99.94464725694836,1887.1272399895156,1160.2354095631908,16.449719797855593,58.22591975546823,0.850035854947257
03/01/2025,20.00.00,3.1690449379889514,1545.7969657818676,200.6610065698244,14.989879844142298,912.0020787581153,263.5796127605826,849.4819603262785,161.1086818021015,1560.0541740740314,477.7370869697015,14.974879704015715,40.2635854905803,0.9050806806281815
03/01/2025,21.00.00,1.4041870399644218,1114.6909892629728,-123.09274292512129,6.723689298820762,302.7670496183614,12.283517253425487,1236.8380533038974,128.1362685481132,1691.6277155197458,656.22140130916,14.185891139534961,49.99206588453663,0.6250469267151992
03/01/2025,22.00.00,4.34168079048002,1436.0884506461719,135.86789315096138,10.134573064379866,989.8140145274197,-25.762330264050178,965.1961927295487,80.46168085720655,1288.364411331229,920.1678343058067,22.46727464613907,59.24659773381627,0.7073036240659486
03/01/2025,23.00.00,3.0734820347909917,1562.844382815019,313.66300144506454,10.367648224362652,766.5669763122091,201.92822209136796,1137.9157256420656,131.68942599669091,1750.8887248681713,1432.2446408408043,11.998085435111634,68.96218367020708,0.814999006019304
04/01/2025,00.00.00,5.12082057154767,1055.682077821612,439.58024696326186,11.3519264716854,765.3973311544105,103.69494008678217,945.4699404514604,116.39015523215393,1719.1447510853677,807.5663336103114,14.29070664894596,80.80778598320461,1.0293232052462669
04/01/2025,01.00.00,2.887834468654293,1232.2664091040026,188.78989504795973,14.310213226458258,668.4648250680666,122.51786490426439,581.9919359902233,115.57999616862583,1754.2865034644442,842.3987693129073,21.463402500491156,32.441242263201424,0.582179078104349
04/01/2025,02.00.00,2.5991675824062614,1477.3055558759047,431.50431869422187,6.676867578728363,1216.9705766040727,140.70580353959193,985.2945285250314,131.314817513744,1755.735272813686,421.69909962581244,21.026103244051356,69.86254552101127,0.6996852087659625
04/01/2025,03.00.00,2.8326274107262672,1343.0036686307876,210.617395461272,6.026134824654158,760.1235272839435,141.78231418539028,1347.995978773924,120.26945562938943,1466.6738737211092,1325.3177481666698,1.616917232990355,66.54060291853239,0.5436078586908203
04/01/2025,04.00.00,1.7995497724459466,951.1478376492425,-30.771458383655215,18.205950497020144,813.349269438504,172.70033378104984,1019.1844425830365,118.10756558951864,1593.1103151173777,534.6085506225336,18.870834004302623,42.95322875513981,0.5692621340815719
04/01/2025,05.00.00,1.710071286425869,1587.4684674828254,302.11437729662026,7.461498485020833,844.2642167204039,117.17798176472661,1591.7150476370914,115.01848144379949,1692.9230854871766,1424.8292277139094,15.47158712023251,46.323835845591795,0.759812067673508
04/01/2025,06.00.00,2.1958071561224353,1213.9993003115544,283.0882477731916,10.31295016293491,1126.6504492239426,137.19830912555756,1053.033660759909,37.71011895238709,1830.337697086825,1161.6835792478826,18.878657171654478,8.452242939822789,1.079870775414642
04/01/2025,07.00.00,2.103175734806285,1492.138747821471,8.769333340598706,14.304916962141164,660.4719137470606,92.0706508625892,1547.8474441424783,96.41948289719673,1632.844139248564,1363.1732171233814,16.6244155850685,52.20388454341145,0.838444052209493
04/01/2025,08.00.00,5.567918185504038,1209.0463903701389,201.37148637264656,17.42174479858546,1223.9774183278587,242.54808801529845,1204.032528034201,65.48743122724711,2032.9767664691149,587.1945159321348,15.758102972504348,39.21205246440827,0.7783330935733267
04/01/2025,09.00.00,2.7412865734990337,1301.0733798032018,235.6426917272937,21.429576551124097,1053.8010268334087,123.61643890382794,1291.7471613790003,141.24774218939365,1224.5048210351285,1258.2421914188888,17.546573666834853,45.77065146406462,0.9800357366541627
04/01/2025,10.00.00,2.088916286253589,1253.5318111542333,143.30071560592518,10.054091465071695,649.2851457943037,24.23761498151832,1461.7047268901943,75.10311784168772,1291.2545416397982,199.65227811715738,11.532603582437758,31.043623063749905,1.0173418990977676
04/01/2025,11.00.00,3.669196215715014,1055.9340080376423,519.7359447221688,16.931394409190396,850.6397328043946,-63.79478218545259,1649.4608559169355,57.478757457967866,1106.4455403280772,1421.8610161204224,25.348601125142174,69.92259326920399,0.8663139664687032
04/01/2025,12.00.00,3.1036898950803264,1430.2734503261129,287.9458138614584,11.944717025126291,962.6215390558234,138.7043681855534,828.5688531273647,93.49646252104468,1093.0065908862198,990.499842481566,9.963611422235058,34.195750686541935,0.812518713780115
04/01/2025,13.00.00,4.18990819424611,1446.0334134640136,-73.57818277332473,2.8990393498328855,1180.9747682502075,62.26114550246301,971.2740069965594,120.47901896111395,1297.7674112360098,1068.8957834788582,8.413444562374696,41.407884512070765,0.8321150817433762
04/01/2025,14.00.00,0.12297102449166841,1329.9987645880738,167.11345145718894,13.87581655838267,993.8678472857932,257.265941127,1065.5939103441192,88.66560076200057,1605.9608047528134,1237.4220376177457,14.619263815275911,50.62671532355421,0.6889785515687673
04/01/2025,15.00.00,1.390185124425499,882.442457604908,441.69295530250383,1.089397108644869,754.5687550523005,84.20620678024326,1273.1012128182404,93.03281422615996,1923.9887135653566,769.1637885042807,15.652010568980188,38.04783276165083,1.087824096713279
04/01/2025,16.00.00,0.6753058557660676,1298.271962802385,268.5224520787466,12.888616779927355,887.0620523068553,133.1177562931813,1043.6453574802315,97.83825053738676,1843.7747743961886,1879.0222402677446,11.898207125962973,30.37280026174629,0.774950890685122
04/01/2025,17.00.00,5.808111341448686,1027.8811865398814,424.54973486300423,21.885053329097055,790.9318856779547,191.1883573166289,1470.8417248384617,90.29865625755987,1513.8743012175667,804.4950303584521,9.846190910790098,40.71987633400529,0.6158606838568075
04/01/2025,18.00.00,2.3397983522204773,1036.064903908877,206.4444399241385,-1.1316456735849378,1021.7870777137327,213.1721227942436,494.33267142745024,114.76257024361233,1918.3164664447306,562.8363837503024,21.90581406081683,56.061105369050686,0.6885554672848733
04/01/2025,19.00.00,2.2173778677865363,1358.6168841147821,181.95713441613478,13.77805838952065,695.1189067160961,157.97974391335302,650.7035210721916,99.00027623705186,1315.9759535032736,745.2891225904195,19.947075635103435,65.71551441192227,0.8726499318005076
04/01/2025,20.00.00,0.805128732201478,1146.2043321756132,358.4321940997312,10.951939211866978,1540.7924016256661,176.59057413152595,1083.6094977442435,92.57266784898916,1609.1379630446966,969.6688484577003,17.57769927561966,63.782484543550865,0.6772116107625374
04/01/2025,21.00.00,0.4796095722723317,777.1510654682056,249.00071845545415,2.08945035131464,373.4978421755868,176.19674366693516,1703.9344149891078,102.41578357450685,1808.3425608686891,1059.8344910201652,13.956224080205743,63.242160294005956,0.7466545006096803
04/01/2025,22.00.00,2.6576722826210326,1301.156085673565,66.47454986502532,17.004544987747153,889.7577389389044,81.10342742142102,1176.4744164894232,73.43014904393029,1579.365425998738,1024.8347254922414,19.27305079931837,56.86068458408846,0.7838120648704857
04/01/2025,23.00.00,3.4075347288286775,1560.622995379173,256.7325510460827,10.016889818055914,593.0215127800425,55.39490167681129,949.546920108004,82.81561982046112,1518.5676853652405,1050.1446591146432,16.777042306121327,49.03140517722503,0.855470236195604
05/01/2025,00.00.00,2.3812047960913727,743.3341801310307,24.377732706253482,8.917586587561594,619.6814716939652,193.7599412087954,1444.5168996431435,142.19914461386864,1511.0873548153816,1602.0219422352661,15.06715814480427,45.2030906801316,0.7013886640169358
05/01/2025,01.00.00,1.8812581982215888,1128.7767729003688,196.6095570061592,11.086163580918502,936.2190419807987,180.21542402043218,1352.826382787619,133.45510371959347,1151.7998192754842,45.515440759960256,18.592841865780102,30.41479428195389,0.7558314367935202
05/01/2025,02.00.00,0.69912900129945,785.4619286257571,254.19543087786747,15.346856898951897,784.9489709917199,-71.40978267401925,884.5691819409699,115.33901843915231,1153.491454938011,1098.906619697274,14.331295720235513,58.36269191869565,0.8040695765176532
05/01/2025,03.00.00,0.9675936520908734,1513.6022291654876,145.55765168680492,9.748846630608785,691.8316501707268,107.06909822913978,793.2955377489736,96.99557072920977,2055.096251250237,500.3936238899124,7.1590028847285465,71.17048139760223,0.7579946115436134
05/01/2025,04.00.00,1.3817762660866597,1475.5587256553408,76.17056493544479,22.940714213336072,1112.3694896679233,103.3604148394908,1613.433689553187,82.93895790559604,1781.1031666907547,1143.5211257037813,20.241677257382232,72.46781776022777,0.7918013442066408
05/01/2025,05.00.00,1.2668594123091022,1334.733332008815,64.98077699188327,24.274465147459043,971.0610984451137,113.54763316953564,1081.6229026227886,58.85743677184733,1296.843492921419,1490.3007360610836,11.452129788597267,35.00967759457235,0.8624957216159344
05/01/2025,06.00.00,3.908835276828423,1397.6218959299774,324.74635002446007,4.556342062011458,564.317076252275,268.6666992470332,944.8411016548986,94.46575196132743,1946.722843712363,1242.3986672621947,16.44583602884544,81.13422774381652,0.6971698843880573
05/01/2025,07.00.00,3.557505899011907,1236.8825338744846,211.84633707902506,20.822819067492794,1067.9742541893365,188.63826729816796,1320.9767059829803,90.75906980540393,1334.2582945182435,4021.928714798733,5.575803777902287,79.57187850314395,0.632773574369056
05/01/2025,08.00.00,1.9919118214757998,1155.819247929527,217.87027801015807,15.749607236318422,1160.0162588015291,95.45211675867013,986.7788074882886,111.7913504298871,1501.1269096633991,1646.9007420590017,16.603292798874143,60.59698243027658,0.8801786128369058
05/01/2025,09.00.00,3.8921719882150336,1266.9955818026008,-31.10520852262806,12.788173822024858,765.4132814344397,99.97780619551793,1189.9148570495859,142.8332064678691,1577.4129180398556,1147.1925817632944,22.038837617146115,53.501126200413616,1.1517782733697635
05/01/2025,10.00.00,3.063845171494154,795.4708440500835,287.07872451064736,12.656280597705585,1272.062476668363,199.8472347699322,994.5069473301119,62.84697145322462,1512.3362483841397,701.0371849260875,11.794850526967963,58.49605613603012,1.021248815340301
05/01/2025,11.00.00,2.8310851012742084,932.6409450735264,239.16289153346506,18.460807896833643,776.2645119828749,132.76902984850122,1035.7938650958024,77.11896540235404,1754.592959609085,981.7993776878864,16.282688331594326,37.299004830542934,0.7260360664490842
05/01/2025,12.00.00,3.277576577822898,1132.5026853161821,438.1834676144299,7.098594648695723,994.0689794879919,221.4041652048444,649.4495707032461,45.42076064730618,1140.2823337120753,1514.2257675818141,11.923488571488798,86.78071635146276,0.7082746173013007
05/01/2025,13.00.00,2.5448047330284576,1597.5095539631411,481.50388503329265,24.61695657390554,1250.8197732105525,229.00546388679118,1191.5763528025539,127.89464233337341,1415.648046886918,713.4755341040761,14.38485682886907,47.599870679469994,0.7238269399795327
05/01/2025,14.00.00,3.2421609191180343,1455.0153796717884,183.8818282448819,20.460240564830343,637.4316266601263,127.81275473583307,838.5822260699681,41.98665309553831,1548.0381077861723,981.4917590986768,21.191737357713944,59.102545430366526,0.6438434131288295
05/01/2025,15.00.00,4.819487638559671,1519.5423994712241,260.5019194812106,8.331089028160072,685.0006827525397,112.97547092314355,1325.3552758787584,163.82555390565554,2007.4914577342493,840.2194857643735,9.375619387448523,52.066991194229594,0.5395837962847514
05/01/2025,16.00.00,2.7336640247763184,1187.1955688113535,97.83302703536987,-1.407876409439936,1069.4788077490252,99.63841263213385,716.4301720869742,9.320034679204468,1563.6268434525591,1710.3617254348355,21.85504521618343,43.47968787751923,0.7029563146933839
